payer,plan,line_of_business,state,surgery,cpt,status,authority,policy_url,policy_title,effective_date,key_criterion,note
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,California,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,California,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,California,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: Noridian JE,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34220,LCD L34220 — Lumbar MRI,10/01/2015; revision effective 10/23/2025,"For a patient with low back pain syndrome where there is no known injury, history of cancer, or septic disorder and there are no symptoms or signs suggesting nerve root disorder or spinal cord dysfunc",Active. Only MAC LCD on lumbar MRI medical necessity; 10/23/2025 revision consolidated JE and JF under L34220 (former JF twin L37281 retired 10/23/2025). Traditional-Medicare LCD that MA plans must follow per CMS-4201-F.
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39793,LCD L39793 - Cervical Fusion,08/11/2024,Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale [VAS] or equivalent) present for a minimum of 12 weeks within the current episode of arm pain with documented ,Current version served at this no-ver URL (older &ver=40 link superseded).
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Colorado,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JH,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,Total Joint Arthroplasty (L36039),04/01/2026,"Advanced Joint disease and all of the following: The joint disease is evidenced by conventional radiography, or MRI; Pain or functional disability attributable to the advanced joint disease; and Unsuc","NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/WI) and JK (CT/ME/MA/NH/NY/RI/VT); TKA and THA (verified in CMS MCD)."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Total hip arthroplasty (THA),27130,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,Total Joint Arthroplasty (L36039),04/01/2026,"Advanced Joint disease and all of the following: The joint disease is evidenced by conventional radiography, or MRI; Pain or functional disability attributable to the advanced joint disease; and Unsuc","NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/WI) and JK (CT/ME/MA/NH/NY/RI/VT); TKA and THA (verified in CMS MCD)."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Arthroscopic rotator cuff repair,29827,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g., L39956) exist for shoulder, and they do not cover 29827."
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Total shoulder arthroplasty,23472,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,ACL reconstruction,29888,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. No MAC LCD or billing article for 29888/anterior cruciate ligament reconstruction found in MCD.
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Lumbar fusion,22612,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Cervical fusion / ACDF,22551,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39770,LCD L39770 - Cervical Fusion,08/01/2024 (rev. eff. 04/09/2026),Persistent or recurrent moderate or severe arm pain (4 or more on the visual analog scale or equivalent) present for a minimum of 12 weeks within the current episode of arm pain,Contractor listed as Wellpoint Federal (formerly National Government Services).
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Total ankle arthroplasty,27702,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they address only hip and knee replacement and never mention ankle; NGS L36
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Bunionectomy / hallux valgus,28296,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot surgery and Coverage API queries surface only Routine Foot Care LCDs (
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Hip arthroscopy,29914-29916,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arthroplasty LCDs (hip/knee replacement), which do not cover arthroscopic "
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Lumbar microdiscectomy / decompression,63030,NO LCD — general medical necessity,CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database,CMS Medicare Coverage Database (no LCD for this procedure),,,no active LCD — general medical-necessity review
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Connecticut,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,VERIFIED (CMS LCD/NCD),CMS MAC: NGS JK,https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,NCD 220.2 — Magnetic Resonance Imaging,04/10/2018,"MRI is useful in examining the head, central nervous system, and spine.","National NCD governing MRI coverage generally; contains covered/non-covered indications (e.g., contraindications such as certain implanted devices) but no procedure-specific conservative-care criteria for joint/extremity MRI. No MAC has an LCD or bil"
Centene (Ambetter/WellCare),WellCare / Ascension Complete,Medicare Advantage,Delaware,Total knee arthroplasty (TKA),27447,VERIFIED (CMS LCD/NCD),CMS MAC: Novitas JL,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?LCDId=36007,Lower Extremity Major Joint Replacement (Hip and Knee) (L36007),11/14/2019,"Advanced joint disease demonstrated by radiographic supported evidence or magnetic resonance imaging (MRI), e.g., fracture or deterioration, distortion of joint surfaces, subchondral cysts, subchondra","Single Novitas LCD 'Lower Extremity Major Joint Replacement (Hip and Knee)' covers JH (AR/CO/LA/MS/NM/OK/TX) and JL (DE/DC/MD/NJ/PA); currently in effect, most recent revision eff 11/14/2019 (verified in CMS MCD)."
