state,insurance_company,plan_type,surgery,cpt,status,policy_title,effective_date,policy_url,note
Alabama,Medicare,Medicare / Medicare Advantage,Lower back disc surgery / decompression,63030,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Alabama,Medicaid,Medicaid,Total knee replacement,27447,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Partial knee replacement,27446,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,ACL reconstruction,29888,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Knee arthroscopy / meniscus surgery,29881,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Total hip replacement,27130,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Hip arthroscopy,29914,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Rotator cuff repair,29827,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Total shoulder replacement,23472,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Shoulder labral / instability repair,29806,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Total ankle replacement,27702,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Bunion surgery (hallux valgus),28296,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Lower back (lumbar) fusion,22612,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Neck (cervical) fusion (ACDF),22551,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alabama,Medicaid,Medicaid,Lower back disc surgery / decompression,63030,VERIFIED (state Medicaid doc),Alabama Medicaid Agency Administrative Code Chapter 560-X-6 Physicians' Program,,https://admincode.legislature.state.al.us/api/chapter/560-X-6,Governing physician-program rule chapter (incl. 560-X-6-.13/.14 medical-necessity and prior-approval provisions). The deeper Provider Billing Manual Ch.28 Physician (medicaid.alaba
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Total knee replacement,27447,VERIFIED,Knee Arthroplasty in Adults (7.01.550),"April 1, 2026",https://www.premera.com/medicalpolicies/7.01.550.pdf,"Fetched PDF; full MN criteria incl. Kellgren-Lawrence grading, pain/function, conservative care."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,ACL reconstruction,29888,VERIFIED,Knee Arthroscopy in Adults (7.01.549),"December 1, 2025",https://www.premera.com/medicalpolicies/7.01.549.pdf,Fetched PDF; ACL-specific criteria (positive Lachman/pivot shift/drawer or MRI-confirmed tear plus one qualifying factor).
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Total hip replacement,27130,VERIFIED,Hip Arthroplasty in Adults (7.01.573),"April 1, 2026",https://www.premera.com/medicalpolicies/7.01.573.pdf,"Fetched PDF; criteria incl. Tonnis grade 3 radiographs, 3-mo pain, 12-wk conservative care."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Surgical Treatment of Femoroacetabular Impingement (7.01.592),"July 1, 2026",https://www.premera.com/medicalpolicies/7.01.592.pdf,"Fetched PDF; FAI/hip arthroscopy criteria incl. alpha angle >50, positive impingement signs, Tonnis/Outerbridge exclusions."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Rotator cuff repair,29827,VERIFIED,Shoulder Arthroscopy in Adults (7.01.602),"August 1, 2026",https://www.premera.com/medicalpolicies/7.01.602.pdf,"Fetched PDF; includes rotator cuff repair criteria (imaging-confirmed tear, 3-mo conservative care incl. 6 wks PT)."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Shoulder Arthroplasty (7.01.590),"April 1, 2026",https://www.premera.com/medicalpolicies/7.01.590.pdf,"Fetched PDF; criteria incl. >=3-mo disabling pain/functional disability, radiographic destructive changes, 6 wks PT."
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Total Ankle Arthroplasty in Adults (7.01.599),"Jun. 1, 2026",https://www.premera.com/medicalpolicies/7.01.599.pdf,Fetched PDF; full MN criteria for TAA.
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT FOUND,,,,No Premera medical policy for bunionectomy/hallux valgus located (policy set covers other MSK surgery; searches of premera.com/medicalpolicies found none).
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Lumbar Spinal Fusion in Adults (7.01.542),"December 1, 2025",https://www.premera.com/medicalpolicies/7.01.542.pdf,Fetched PDF; indication-by-indication criteria with imaging and conservative-care requirements.
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,"Cervical Spine Surgeries: Discectomy, Laminectomy, and Fusion in Adults (7.01.560)","November 1, 2025",https://www.premera.com/medicalpolicies/7.01.560.pdf,Fetched PDF; ACDF/cervical fusion MN criteria with conservative care and imaging concordance.
Alaska,Premera Blue Cross Blue Shield of Alaska,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,"Lumbar Spine Decompression Surgery: Discectomy, Foraminotomy, Laminotomy, Laminectomy in Adults (7.01.551)","September 1, 2025",https://www.premera.com/medicalpolicies/7.01.551.pdf,Fetched PDF; decompression/discectomy MN criteria with imaging-symptom correlation.
Alaska,Moda Health,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Alaska,Moda Health,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Alaska,Aetna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Knee Arthroplasty (CPB 0660),Last Review Date: 2026-02-26,https://www.aetna.com/cpb/medical/data/600_699/0660.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Aetna,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Allograft Transplants of the Extremities (CPB 0364),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/300_399/0364.html,This is an allograft-transplant policy; it lists 29888 among ligament allograft codes but states no medical-necessity indications/conservative-care/imaging criteria for ACL reconst
Alaska,Aetna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Aetna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Hip Arthroplasty (CPB 0287),Last Review Date: 2026-07-17,https://www.aetna.com/cpb/medical/data/200_299/0287.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Hip Preservation Surgery (CPB 0736),Last Review Date: 2026-07-31,https://www.aetna.com/cpb/medical/data/700_799/0736.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Rotator cuff repair,29827,NOT FOUND,,,,
Alaska,Aetna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Shoulder Arthroplasty and Arthrodesis (CPB 0837),"Last Review Date: June 25, 2026",https://www.aetna.com/cpb/medical/data/800_899/0837.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Aetna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Total Ankle Arthroplasty (CPB 0645),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/600_699/0645.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Bunion surgery (hallux valgus),28296,VERIFIED,Bunionectomy (CPB 0629),Last Review Date: 2025-12-11,https://www.aetna.com/cpb/medical/data/600_699/0629.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Alaska,Aetna,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Cigna CMM-311 Knee Replacement/Arthroplasty (via eviCore),2026-03-07,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-311%20Knee%20Replacement%20Arthroplasty_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Cigna,Commercial/ACA,ACL reconstruction,29888,VERIFIED,Cigna CMM-312 Knee Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-12/Cigna_CMM-312%20Knee%20Surg%20Arthro%20&%20Open%20Proc_eff03.07.2026_pub12.11.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Cigna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Cigna CMM-313 Hip Replacement/Arthroplasty (via eviCore),"Effective Date: March 7, 2026; Published: 2025-11-21",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-313%20Hip%20Replacement%20Arthro_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Cigna CMM-314 Hip Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-314%20Hip%20Surg%20Arthro%20Open%20Proc_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Rotator cuff repair,29827,VERIFIED,Cigna CMM-315 Shoulder Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-315%20Shoulder%20Surg%20Arthro%20Open%20Proc_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Cigna CMM-318 Shoulder Arthroplasty (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-12/Cigna_CMM-318_Shoulder%20Arthro%20Replace%20Revision_V2.0.2025_Eff03.07.2026_Pub12.11.2025.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Alaska,Cigna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Cigna Medical Coverage Policy 0285 Total Ankle Arthroplasty,3/15/2026,https://static.cigna.com/assets/chcp/pdf/coveragePolicies/medical/mm_0285_coveragepositioncriteria_total_ankle_arthroplasty.pdf,verified in sweep 1
Alaska,Cigna,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT FOUND,,,,
Alaska,Cigna,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Cigna CMM-609 Lumbar Fusion (via eviCore),"December 18, 2025",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna%20CMM-609%20Lumbar%20Fusion_Final_V2.0.2025_Eff12.18.2025_pub11.18.2025.pdf,verified in sweep 1
